1:446 5842 9234 4622 15267 9426 10245 7857
1:2472 2715 917 2712 3236 12571 5690 3699
2:1451 7790 1767 715 1755 6653 14035 5912
0:1538 3601 12244 4291 4179 4520 16045 6359
0:1919 628 9790 132 1130 3089 7142 755
0:4367 4808 12571 6347 3981 3096 2920 2350
3:3981 7545 5034 7763 615 9164 9103 7922
3:655 628 807 2446 12330 2798 281 283
0:1395 5690 1922 9597 2914 5265 2448 2711
0:755 1350 2216 709 1283 2462 1398 3673
2:2240 1203 1090 4820 9392 1179 3336 666
0:1130 3089 4808 546 1469 1919 1903 2914
0:4069 1208 2235 3187 988 9210 1213 6218
1:1747 7786 1903 3133 1910 2985 4441 1395
2:1408 1409 568 571 10907 6177 1175 3818
1:2549 921 521 11762 1898 3414 7734 10555
2:47 15856 16045 1500 16115 11264 6721 6359
1:1673 3591 5944 4805 5050 2288 2144 4518
0:971 5400 954 4137 4001 972 4579 2902
0:10907 6297 571 13247 1408 7790 14834 13442
0:3981 7545 9103 9966 14177 10605 8158 12842
0:11571 16084 14657 14782 14502 11701 16045 11577
0:4069 988 6218 9210 2235 4479 9794 10065
1:5088 1090 2691 1370 1919 546 888 1113
0:2489 2901 281 243 239 2798 1403 3638
0:1038 2445 3660 450 2451 2914 135 4780
1:16386 16907 16084 16969 16959 16045 16829 14607
0:5690 1380 4808 746 7786 740 1115 1395
0:62 1500 8906 6721 6850 43 42 63
3:16318 15267 16045 14607 16664 15856 16115 6359
0:1408 571 10907 7192 6297 6689 3818 6177
4:453 5267 1350 921 709 755 521 1090
0:3591 4620 5977 6416 5919 4968 6572 4018
1:2240 1213 2221 1203 1175 2211 1755 7915
6:4130 13786 10539 13773 13663 13778 13770 13718
3:16084 14657 11701 15041 16105 11571 11577 14502
0:2914 2445 1395 2240 8224 9631 3660 6393
0:11571 2221 1177 1203 2227 2240 418 2224
0:16084 13863 14988 14715 13911 15041 1673 16520
1:5633 5630 27 5624 5631 5620 5634 5617
1:11571 11701 14657 15041 11577 16105 15197 1673
1:888 1919 1948 7142 4247 10921 701 1041
0:3591 1673 4968 5944 4805 5919 4620 441
0:17 226 14607 16045 16 12244 6964 2216
0:2715 12571 4808 2712 1928 917 2653 3236
2:4069 988 3582 6218 2235 4479 2240 3762
1:9392 1891 1009 4689 1665 944 1209 220
2:2445 746 2914 917 12571 16045 135 3660
2:3981 755 615 9103 8721 8504 3089 7170
1:477 14 47 15 1568 1200 1631 28
4:655 2798 628 281 814 807 283 12330
0:1203 9392 845 1009 2240 1891 3495 944
0:453 1213 17 16 27 226 628 9790
1:5211 2216 2462 17 6091 1283 8955 906
0:10039 3181 1980 4109 5690 1767 16045 2240
2:5034 1200 276 477 530 47 14 2
2:14177 9103 12469 11328 3981 10605 12842 11158
1:2240 921 453 1203 1213 2221 1104 2008
0:5161 1005 7049 9228 9243 5270 47 12082
0:11264 47 50 1557 1631 205 6304 1673
4:655 14 477 281 2798 814 1200 283
0:9103 3981 9966 14177 755 7545 8158 8504
1:1590 11264 47 15 43 8906 1568 5259
1:2691 1115 740 830 838 8707 2470 10409
0:2461 17 1937 27 226 3445 16 9133
0:1395 5690 1922 2914 9597 5265 2448 1722
1:17 8540 8679 8678 8394 6997 561 8680
0:13410 13863 11571 13911 14657 14502 14276 13043
0:11571 418 1673 9432 1648 1631 3629 1199
0:16045 7810 4516 14607 9491 5327 12170 7169
0:3804 2418 937 7790 4108 3812 6297 6862
0:14607 15856 16045 15324 16318 14715 4179 15815
0:10071 2691 1115 2470 8931 2767 7421 7630
0:3591 1673 2944 4968 5977 5919 6416 441
0:7786 4808 1903 6127 3091 5854 2505 5034
0:888 1919 2216 1948 701 453 17 3808
0:47 11264 50 10469 205 1590 1500 1568
0:12523 11571 7156 11538 5913 1556 10635 672
1:3981 755 8721 8504 7170 11091 9103 5034
1:43 6850 62 8906 42 1500 6721 1590
1:4516 7810 9491 8410 10170 7169 11248 10671
1:767 1673 4731 4069 7289 2803 247 10327
6:755 3660 709 2216 2445 135 3981 453
0:13194 7672 3699 1395 5690 2715 917 3016
0:2240 2987 16045 7790 5459 6297 937 7043
0:2216 1090 3414 5267 453 247 628 17
1:13410 15531 14715 14276 13863 2365 15184 15263
1:14782 767 10632 3088 13301 16475 13078 5098
0:13912 10907 13247 4604 14834 14035 8464 15073
0:1005 7049 5161 9228 1673 1557 5270 205
0:11571 5161 1005 418 7049 1648 9432 10608
1:4069 2235 988 6218 2240 9210 4479 10065
2:28 14 27 477 2411 1200 15 8326
0:2240 4069 4479 1179 3582 988 1439 1203
1:369 501 1538 12526 2418 1673 684 11995
0:1181 1898 521 4689 1891 1213 3187 1009
0:28 10978 11285 2393 8546 11286 13284 11549
0:701 9977 1919 888 1948 3885 2434 1461
2:1104 1009 1181 247 1974 944 1192 1203
0:1944 5312 4620 1712 5977 6416 5919 4968
2:4179 16045 14607 16318 14877 15815 12244 15113
0:7790 937 6297 6862 5926 633 5662 731
2:12571 11887 11158 13534 11939 6294 2389 4808
3:230 1987 504 888 5772 176 172 180
1:2240 1104 1192 1203 1090 1175 971 2211
1:1090 1005 7049 5161 5270 666 772 9228
0:14988 13863 14715 16084 14502 15495 3440 15983
0:14758 1538 7049 3601 4179 3804 2146 2418
0:628 2446 807 6437 9790 12330 3045 2087
5:14782 767 10632 13301 3088 16475 15865 5098
0:28 11567 380 746 917 1200 477 23
0:12244 14607 10681 5120 2350 17 3981 369
0:4179 16045 14502 14607 15815 9684 5161 14988
0:655 814 281 9966 2798 10605 3981 9103
0:655 628 2446 807 2087 2798 12330 534
1:767 11571 1673 4329 13911 418 672 2194
2:3981 7545 615 6347 9103 7922 2350 9164
1:17 755 226 483 369 3981 239 28
4:1181 1755 1090 4689 1175 426 4050 293
0:888 1919 211 1948 2434 1929 701 7142
1:10555 10351 755 453 1345 5855 1213 12312
0:971 5400 954 4137 4001 972 4579 2902
0:15 47 1557 11264 50 1568 205 14
1:12523 11538 845 11571 672 9914 7156 1673
0:62 6721 1500 11264 63 47 2620 6850
1:1395 1401 2914 69 9597 2355 5690 9025
0:888 1919 1948 701 4247 7142 10921 4258
2:1987 230 504 5772 378 172 1888 509
3:4620 5977 3591 5919 6416 4968 446 6572
3:16045 14607 4179 14502 15324 16318 15815 15358
0:3981 12571 6294 9966 10983 9103 10605 11158
0:7810 16045 4516 10787 10836 9491 10170 8477
0:17 628 2462 3175 2489 16 2794 1665
0:520 672 1669 1673 12523 9240 4839 845
6:16045 4179 11567 28 1200 14607 477 14
0:6802 740 1203 6014 1700 1590 888 2691
2:13786 10539 13773 4130 13663 13778 13770 13718
0:1700 7149 5752 7498 7500 7492 2979 4640
1:628 807 9790 12330 2446 14943 6437 13028
1:11571 11701 15041 14657 418 11264 5437 16084
0:16084 14544 11701 62 16105 11571 14608 6721
0:5855 845 16318 2393 1538 672 2558 15025
0:3944 971 582 4137 4001 5400 972 3752
3:2445 2914 1395 5282 8952 3660 2768 5001
2:1192 1104 2798 1974 3319 655 814 281
3:14607 12244 17 10681 8531 16045 6964 15113
2:12244 14607 1774 369 10681 6294 9026 917
0:4808 12571 2712 7786 2715 1903 2653 1928
0:9103 9966 14177 10605 3981 7545 12842 8158
1:1203 1199 3804 1005 5943 11538 1104 2158
4:628 2446 807 9790 6437 12330 3045 5298
1:921 5267 453 6231 521 3414 2216 3808
0:226 17 483 3981 16 76 882 27
0:47 11264 50 205 1631 418 15 1500
0:1665 7790 2240 937 3064 9392 1862 5662
2:7786 3981 6127 4808 1903 6294 7545 4441
0:11571 418 9432 3629 11701 1648 8247 9557
0:13912 7436 15073 4604 1508 14035 8788 8643
1:16084 14988 11571 15134 7156 8247 1557 12669
3:3660 2445 135 2914 4780 6393 240 3569
3:11571 418 9432 1648 1673 6789 2365 767
2:9103 9966 14177 3981 10605 7545 12842 8158
1:28 15 1557 27 14 47 9773 205
1:1673 767 11571 3591 2944 501 4805 5944
0:888 1919 1948 211 2434 701 1929 1454
2:2445 3660 2914 135 4780 240 3569 6393
0:917 369 2472 447 3981 120 2445 4983
2:1673 3591 250 4199 767 4518 4805 5944
0:16045 4179 14607 12244 15815 15113 15358 6359
1:4069 988 6218 2235 4479 9210 2240 9794
0:2489 2462 7545 3981 9103 11205 2794 14177
0:628 2446 655 807 2087 6437 12330 9790
4:1538 6359 3839 12244 1890 14264 6110 5588
0:2914 1395 1401 2445 5690 9025 3981 9597
1:2240 1175 294 1665 1755 1213 1203 1181
1:7049 14758 3804 2418 6041 2146 11538 3440
7:13786 10539 13773 4130 13663 13778 13770 13718
0:4069 2235 988 6218 4479 9210 4326 10065
2:1213 10555 921 453 1345 521 8490 10351
2:1557 3404 9773 15 1673 50 205 7358
0:281 655 2798 3638 6971 814 267 430
2:1395 4130 1928 917 5690 3236 7672 2712
0:128 772 247 1891 12082 666 7049 1005
2:1712 1700 11798 2485 11250 10927 13839 11256
2:3981 9103 7545 2489 9966 14177 7922 10605
0:1987 504 230 5772 378 172 762 505
0:7672 2715 917 1928 3699 3236 4080 13194
0:2914 2445 1395 8952 5001 2768 3660 11921
4:2445 2914 3660 6393 755 135 3981 4780
2:2240 2211 1175 1090 1755 1203 1213 1104
1:5267 1665 9103 3981 521 453 10605 1090
0:5161 7049 1005 9228 5270 14502 9839 9442
0:521 453 1213 2230 5267 2221 4946 921
0:12571 11887 13534 2389 11158 4421 15071 12453
2:521 2216 5211 5267 2462 3808 453 17
4:16045 4179 14607 16318 15358 15856 15324 15815
2:11798 10927 11250 1712 11256 2999 6654 11271
0:247 1137 1264 888 1090 549 701 2164
0:3981 7545 9103 9966 5034 9164 10605 7922
1:5690 1090 1370 2691 1755 1259 6799 2711
2:1137 2159 888 1141 1919 701 10921 4880
0:1090 888 1937 4130 4689 7424 1113 1395
1:1673 3591 4518 2944 5944 4805 684 4199
0:971 8131 4579 954 2878 4137 5400 948
1:6653 13912 14035 13247 10907 7436 4604 8464
0:746 1380 2985 4808 7672 7786 12571 917
0:16045 4516 7810 9491 5327 10170 8410 12170
0:2445 2914 3660 135 4780 450 6393 3569
0:1203 4069 3582 5752 3762 1483 989 2178
5:655 2798 281 814 6971 430 3638 4572
0:446 5919 5977 4620 6416 3591 13055 4968
1:3591 5977 6416 5919 4620 4968 6572 6063
0:746 740 830 1115 2691 1903 7786 838
0:1005 5161 7049 9228 5270 9839 2371 772
0:1203 2221 2240 845 1456 1213 9392 666
0:628 807 1919 14943 9790 2446 2087 15097
1:1755 6028 845 6080 1980 3760 1759 4298
3:14 477 28 27 1200 15 8326 2411
1:28 746 477 14 483 27 1200 2411
2:11571 11701 16084 15041 14657 11577 1619 11163
0:2489 477 2462 3981 7545 2794 28 14
2:5963 4516 1192 8410 7169 9491 12464 9701
5:477 1200 14 28 27 2 2411 6495
0:13912 4604 15073 14035 7436 13247 1508 10000
1:755 549 3120 709 1277 3981 132 335
3:7545 9103 3981 9966 10605 14177 9164 12842
0:628 807 9790 12330 2446 13028 6437 3721
0:5966 369 7049 2146 3601 10811 13827 13534
0:11538 845 1190 9914 10635 5108 7156 12523
0:9026 10681 4606 5657 12244 3839 11885 2139
1:1903 7786 1910 1115 830 1747 3091 843
0:971 954 5400 4137 4001 4579 972 953
0:13534 7545 12469 13218 10983 3981 11158 11328
2:16045 14607 4179 15358 4367 16318 7025 15815
0:7790 6297 1862 571 731 1408 5926 6862
1:7763 3981 11567 7545 10351 5034 28 1117
1:10978 11285 2393 8546 11286 13284 11549 2558
7:13410 13863 767 13911 14276 13043 15184 15197
1:17 2216 755 3414 453 3808 1937 4020
0:1261 2472 369 1117 5120 7672 12571 4983
5:2445 2914 3660 1395 2355 6393 135 4780
3:4179 16045 276 6359 1538 15267 1704 1673
3:28 27 1400 1200 14 791 2 2411
0:446 9426 5842 15267 4622 9234 2144 10245
2:17 226 453 2216 16 3808 755 3981
0:16388 28 14 15783 1665 2211 2240 1200
0:12571 16045 12453 11887 14607 14808 11939 2472
1:1987 230 504 5772 172 378 509 762
0:1009 1113 9392 2211 1974 1180 1090 1773
5:10632 14782 13078 3088 13301 767 16475 5098
0:16045 14607 11567 4179 628 15324 9790 807
0:5690 1395 2715 2445 2712 917 3236 2653
0:1673 418 672 11571 684 767 47 11750
2:3591 4620 1673 5919 4968 5977 6416 446
0:1937 4958 1090 2164 6314 4581 5820 1104
4:628 807 9790 12330 13028 2446 3721 4924
1:3414 5267 2549 1345 561 10555 7734 3981
0:845 1203 837 830 1009 1161 1199 829
1:2489 2462 3981 243 2794 3175 4281 7545
0:43 8906 1590 5259 42 6850 1500 5088
2:845 1199 11538 9914 1009 3440 1203 1191
2:971 4001 4137 5400 972 3752 954 4663
5:5633 5630 5631 5624 5620 5634 5623 5616
1:628 807 655 2446 9790 12330 6437 534
0:655 281 2798 814 6971 4572 430 267
1:888 2018 1090 5690 1395 1259 1919 1272
0:3591 5977 6416 4968 5919 6063 4620 6572
5:3981 2489 2462 335 3175 2794 9103 243
0:3616 43 1568 11711 772 13025 10085 12379
1:7192 937 6689 11588 7790 1069 6297 571
3:1987 230 504 5772 378 172 1888 509
0:12833 16084 1500 10469 4526 28 13476 6721
0:666 9392 1203 2240 1208 1213 2221 4689
0:755 709 8721 7170 3673 549 3981 1090
0:1665 9392 1208 2240 2928 1209 4689 2235
0:1538 1398 12526 709 1537 549 1350 755
1:4069 988 6218 2235 4479 9210 4326 9794
2:7142 628 8177 380 1987 5772 400 504
0:1700 1712 1944 5312 1192 6850 2485 5259
1:1192 1203 2240 1104 3582 5752 989 3762
0:2445 1395 2914 791 2355 5001 3007 5690
1:7049 5161 1005 14092 5270 9228 2583 6041
0:281 2798 3638 655 814 430 4572 239
0:1538 1398 43 1590 14092 7049 12526 5161
0:1203 7786 4808 1430 1130 6127 3091 830
0:3944 971 582 4137 4001 5400 972 3752
0:16045 4179 7134 1190 14607 16666 16567 10362
0:10978 11285 2393 8546 11286 13284 11549 3244
0:4604 13912 15073 16045 14035 7790 3064 13247
7:14782 10632 13301 3088 767 16475 5098 13078
0:1203 845 2240 1199 837 1974 4984 16045
2:971 954 5400 4137 4001 972 4579 2902
0:453 17 2216 5267 3414 521 3808 226
0:4516 7947 7169 5963 8410 1192 9491 12464
1:7049 1005 5161 5270 9228 9839 3804 2371
0:7790 2240 1177 1766 1175 937 1062 3291
0:13863 13410 13911 13043 14276 15263 14715 15184
0:28 3981 27 14 477 7545 483 226
1:1919 4808 7786 1903 3091 1395 1747 6127
0:13534 4808 12571 3981 2712 11328 10681 9026
2:9966 9103 3981 7545 14177 10605 8158 12842
0:767 1673 4329 2194 3802 14782 10632 13410
0:11571 15041 11701 14657 16084 11577 13911 16105
0:16045 369 10909 2472 14607 2715 12571 10681
1:13786 10539 13773 4130 13663 13778 13770 13718
0:1137 2159 1141 2164 479 4349 6858 4743
1:10978 11285 8546 13284 11286 11549 4369 13992
0:767 1673 250 4329 14782 10632 2300 3088
0:4649 1313 5510 5485 1301 761 1335 1308
0:845 2393 10978 15025 6497 9480 9157 6553
1:477 281 655 14 2798 1200 814 400
1:1213 1665 9392 1208 2240 521 1891 2230
1:12571 2472 2715 7672 1261 3236 369 4983
0:767 1673 14782 4329 2944 10632 3802 16475
2:13912 14035 15073 4604 13247 7436 8464 10907
3:2261 7763 13534 4421 7053 5966 1117 12469
2:2462 135 3981 2489 3660 2216 755 5267
0:521 4689 1209 1665 1208 1012 2230 4180
0:3981 7545 11216 7763 8504 9103 6294 14607
1:628 9790 2221 807 29 1213 13028 4069
0:1203 2240 666 767 2224 2221 1199 1213
1:4179 12244 14607 11571 16045 15815 14502 3292
8:13786 13773 10539 13663 4130 13778 13770 13718
0:628 5772 1987 8177 5175 9790 230 807
0:845 1203 2393 2388 6553 1115 15025 1157
0:1673 3629 1005 11571 250 1634 1631 47
0:1203 1937 1755 1192 1219 1113 1090 2377
0:1673 4518 16084 250 16318 2944 10397 16045
0:1137 2159 1141 701 479 4743 6858 4349
5:2240 1213 1203 2221 921 453 1891 1104
0:755 1398 709 8721 549 773 125 3120
0:11571 1673 3629 1557 11538 1631 3804 8247
1:16386 11567 16045 5161 28 16959 10608 16084
2:2914 2445 6393 3660 1395 4780 2768 5001
1:28 1200 14 477 15 27 11567 2
0:2087 655 2164 1944 4687 281 2798 1937
0:5267 521 921 3414 453 2549 2216 4946
3:5690 1395 2711 1922 426 2715 5738 5809
0:6028 3760 3739 3285 4109 1980 5926 6653
0:845 767 1673 62 4191 5707 672 7582
0:2355 69 120 1778 2914 1395 9631 906
0:655 2798 814 281 283 628 12330 430
0:16045 4179 520 5814 1192 1203 2240 2221
0:3981 5034 483 4983 746 28 12571 7763
1:3981 2489 2914 7545 2462 1456 9103 2445
0:755 8721 2462 709 2489 1398 2759 3673
1:1115 2691 740 838 830 10071 2470 7421
0:4604 989 13912 14035 15073 5752 7790 7436
1:2472 2715 12571 369 483 3236 7672 4983
0:14 477 1200 28 15 1955 27 2
0:1090 709 1350 755 5267 453 3414 1937
0:1408 10907 3291 571 6177 1409 7192 6297
0:11567 2240 1203 1192 1179 7147 7938 1974
4:2462 2489 243 226 3981 483 4281 1277
0:628 807 9790 12330 655 2446 3721 2540
2:13912 4604 15073 7436 14035 1508 13247 10000
3:2462 2489 239 243 477 2794 226 17
0:971 954 5400 4137 4001 4579 972 2902
0:12571 2715 2472 882 881 12055 3113 2653
0:1987 5772 230 504 8177 180 172 378
2:4069 988 6218 1277 2691 3582 4479 9794
0:2691 740 1115 830 7786 838 7394 2000
0:7192 937 7790 6689 6297 1062 11588 1069
0:1408 1409 571 10907 3291 568 6177 6297
0:43 8906 62 42 47 1500 6721 6850
2:2914 1090 3660 9392 135 2445 2240 4780
1:845 10978 9157 2393 11285 8771 13284 3244
1:446 3591 4620 5919 5842 7857 4968 2144
0:888 701 1948 1919 1454 2159 2434 211
2:14782 767 10632 3088 16475 13301 13078 5098
0:1203 1199 1005 2240 47 3616 50 677
0:628 755 9790 549 1398 5546 132 709
0:1987 5772 230 504 5175 1937 509 180
2:888 1919 211 1948 2434 701 1929 1134
1:5161 14607 15324 16045 15856 4179 7049 47
0:62 8906 6850 1500 42 43 6721 2620
0:1673 767 684 3591 2944 4805 672 2300
1:16084 11571 11577 16105 15041 15253 11701 15512
2:1903 1747 1910 4080 3699 2480 917 3612
1:11798 10927 1712 11250 11256 2999 11271 6654
1:4689 9392 1208 1891 1665 1209 666 1009
0:830 3091 740 7786 746 1903 2691 1115
2:1200 14 28 477 2 6495 15 1955
0:1903 3091 4808 7786 2712 1451 1910 914
1:2462 2216 5211 2489 3981 17 906 521
0:43 47 42 276 1500 62 8906 1568
1:11571 14657 15041 11701 16084 13911 13863 11577
0:2691 6014 1370 1115 5088 2470 746 14
0:1891 1181 9392 944 247 4689 1665 1009
0:12453 16045 28 628 11567 8756 6437 2446
1:888 1590 5259 8906 1931 107 1090 9218
5:2489 2462 3981 9103 17 243 2794 7545
0:1755 5088 1090 861 546 3293 2087 4687
0:628 1937 5175 807 9790 1987 3033 5772
1:628 9790 807 12330 655 2446 13028 3721
0:5977 6416 3591 5919 4620 4968 1712 6572
1:27 28 2462 2489 477 2411 2794 14
0:14035 13912 4604 10907 7436 15073 13247 8635
3:888 1395 2914 791 755 2445 6393 1456
2:2445 2914 3660 1395 4780 6393 5001 2768
0:1538 3601 6359 2146 4291 1704 5588 4586
0:7790 6297 571 6862 5926 731 14035 5912
0:971 4137 4001 5400 2878 954 972 4579
0:2462 2489 755 3981 8721 17 2216 2794
4:47 1500 11264 6721 50 62 1568 8906
0:16045 4604 2240 7790 8728 14545 13912 3818
1:14782 767 10632 13301 3088 16475 13078 5098
1:247 1090 1009 4689 1181 1891 1104 3414
0:628 807 6653 9790 3271 4109 7790 3736
0:2240 1090 1104 1974 9392 1181 2596 1665
4:13786 13773 10539 13663 4130 13778 13770 13718
5:28 746 483 14 477 1200 226 5034
1:1673 767 2944 684 250 5608 3591 4518
